# ID    RA            DEC          photz   Mag     Int_Pz   Rad(_)   Rank   r      zband   c1      c2      sed  
  594   175.6810422   15.503319    1.59    99.0    0.097    3.14     54     0.0    0.0     0.4     1.0     0    
  596   175.6812355   15.5029049   1.43    99.0    0.221    3.12     104    0.0    0.0     0.0     0.98    0    
  598   175.6541876   15.5039855   1.43    99.0    0.221    3.71     102    0.0    0.0     0.0     0.91    0    
  600   175.6573704   15.5041284   1.43    99.0    0.221    3.62     102    0.0    0.0     0.0     0.76    0    
  601   175.6708184   15.5040431   1.43    99.0    0.221    3.31     103    0.0    0.0     0.0     1.11    0    
  605   175.6974959   15.5038623   1.43    99.0    0.221    3.2      104    0.0    0.0     0.0     0.86    0    
  607   175.6992976   15.5039012   0.85    99.0    0.166    3.22     81     0.0    0.0     0.0     0.0     0    
  609   175.6995033   15.5059443   0.72    24.77   0.144    3.34     246    0.0    0.45    0.38    0.0     0    
  614   175.709155    15.503189    0.89    25.36   0.19     3.34     313    0.03   0.26    5.81    0.01    0    
  615   175.7080267   15.5026589   1.52    26.3    0.173    3.29     277    0.0    0.11    1.41    4.74    0    
  618   175.6557264   15.5037469   0.85    99.0    0.166    3.65     80     0.0    0.0     0.0     0.0     0    
  619   175.7117638   15.5038615   0.85    99.0    0.166    3.44     80     0.0    0.0     0.0     0.0     0    
  622   175.670037    15.5036852   1.43    99.0    0.221    3.3      103    0.0    0.0     0.0     1.53    0    
  626   175.7127612   15.5035372   0.85    99.0    0.166    3.44     80     0.0    0.0     0.0     0.0     0    
  630   175.6531038   15.5034601   0.85    99.0    0.166    3.72     79     0.0    0.0     0.0     0.0     0    
  635   175.6505504   15.5034389   1.43    99.0    0.221    3.8      101    0.0    0.0     0.0     0.52    0    
  637   175.6802236   15.5033951   1.43    99.0    0.221    3.15     104    0.0    0.0     0.0     0.28    0    
  639   175.6543323   15.5023013   1.43    99.0    0.22     3.62     101    0.0    0.0     0.0     0.06    0    
  640   175.6541552   15.5032008   1.57    99.0    0.121    3.67     61     0.0    0.0     1.21    3.44    0    
  641   175.654197    15.5028089   2.71    99.0    0.0      3.65     12     0.0    0.0     3.13    4.33    0    
  642   175.6721285   15.5032746   2.7     99.0    0.0      3.24     14     0.0    0.0     0.52    0.72    0    
  646   175.6960107   15.5032144   1.47    99.0    0.208    3.14     98     0.01   0.0     0.26    1.91    0    
  648   175.6590765   15.5016239   1.49    99.0    0.194    3.45     92     0.0    0.0     0.21    1.22    0    
  652   175.6706173   15.5032794   1.43    99.0    0.221    3.27     103    0.0    0.0     0.0     0.86    0    
  653   175.6740156   15.5031125   1.5     99.0    0.192    3.21     92     0.0    0.0     0.23    1.28    0    
  656   175.6896358   15.5031197   0.85    99.0    0.166    3.11     82     0.0    0.0     0.0     0.0     0    
  658   175.6912339   15.5029582   2.72    99.0    0.0      3.1      15     0.0    0.0     13.06   17.7    0    
  659   175.651137    15.5030898   1.43    99.0    0.221    3.76     101    0.0    0.0     0.0     0.51    0    
  661   175.7073939   15.5022662   1.43    99.0    0.221    3.25     103    0.0    0.0     0.0     3.1     0    
  664   175.7072652   15.5027297   1.56    28.15   0.131    3.28     200    0.01   0.02    2.47    7.31    0    
  667   175.6774804   15.5029479   1.43    99.0    0.221    3.15     104    0.0    0.0     0.0     0.79    0    
  668   175.7140066   15.5029063   1.43    99.0    0.221    3.44     103    0.0    0.0     0.0     0.48    0    
  669   175.649169    15.5027316   1.43    99.0    0.221    3.81     101    0.0    0.0     0.0     1.41    0    
  672   175.7069576   15.5036361   0.85    99.0    0.166    3.32     81     0.0    0.0     0.0     0.0     0    
  675   175.6860452   15.5026469   1.43    99.0    0.221    3.08     104    0.0    0.0     0.0     0.58    0    
  676   175.6879853   15.5026331   0.85    99.0    0.166    3.07     82     0.0    0.0     0.0     0.0     0    
  677   175.6771568   15.5025858   1.57    99.0    0.119    3.13     63     0.0    0.0     0.49    1.38    0    
  678   175.6871485   15.5026342   1.57    99.0    0.113    3.08     60     0.0    0.0     0.26    0.71    0    
  680   175.6986876   15.4999344   2.72    99.0    0.0      2.98     15     0.0    0.0     0.72    0.98    0    
  683   175.70277     15.5022998   0.85    99.0    0.166    3.17     81     0.0    0.0     0.0     0.0     0    
  685   175.7015964   15.5017666   1.67    28.9    0.016    3.12     37     0.0    0.01    0.49    0.75    0    
  691   175.69712     15.5012886   0.82    26.64   0.121    3.04     197    0.01   0.08    0.47    0.16    0    
  692   175.6964926   15.5021173   0.9     27.39   0.189    3.08     291    0.01   0.04    1.31    0.0     0    
  694   175.6612332   15.5023967   2.54    99.0    0.0      3.43     13     0.0    0.0     0.43    0.52    0    
  696   175.6505346   15.5023285   0.85    99.0    0.166    3.74     79     0.0    0.0     0.0     0.0     0    
  699   175.6823719   15.4997343   0.98    25.21   0.303    2.92     496    0.0    0.3     2.51    1.04    0    
  703   175.7093695   15.5022277   1.41    99.0    0.221    3.29     103    0.01   0.0     0.0     1.46    0    
  704   175.7117618   15.5022533   1.43    27.71   0.223    3.35     335    0.0    0.03    0.11    2.09    0    
  705   175.7131068   15.5021881   0.85    99.0    0.166    3.38     81     0.0    0.0     0.0     0.0     0    
  706   175.7148819   15.5013252   0.85    99.0    0.166    3.38     81     0.0    0.0     0.0     0.0     0    
  707   175.7147439   15.5011328   0.85    99.0    0.166    3.36     81     0.0    0.0     0.0     0.0     0    
  710   175.7152178   15.5014823   0.85    99.0    0.166    3.39     80     0.0    0.0     0.0     0.0     0    
  715   175.7157405   15.5008578   0.85    99.0    0.166    3.38     81     0.0    0.0     0.0     0.0     0    
  720   175.6526419   15.5022039   0.85    99.0    0.166    3.67     79     0.0    0.0     0.0     0.0     0    
  725   175.7092966   15.501438    1.57    99.0    0.117    3.25     61     0.0    0.0     1.18    3.28    0    
  726   175.6494237   15.5017432   1.71    99.0    0.007    3.75     15     0.0    0.0     0.69    1.06    0    
  731   175.69311     15.5021803   0.85    27.39   0.186    3.06     286    0.0    0.04    0.41    0.0     0    
  736   175.6954198   15.501959    0.85    99.0    0.166    3.06     82     0.0    0.0     0.0     0.0     0    
  738   175.6570757   15.5019502   1.54    99.0    0.152    3.52     74     0.0    0.0     0.27    0.95    0    
  741   175.6546062   15.4994213   1.67    99.0    0.023    3.47     22     0.0    0.0     2.83    4.88    0    
  744   175.6908128   15.5016233   0.9     26.12   0.192    3.02     309    0.0    0.13    2.4     0.0     0    
  749   175.6534752   15.5007735   1.43    99.0    0.221    3.57     102    0.0    0.0     0.0     0.09    0    
  751   175.652887    15.5013008   1.43    99.0    0.221    3.62     102    0.0    0.0     0.0     3.5     0    
  753   175.6524847   15.5009333   1.53    99.0    0.157    3.61     76     0.0    0.0     0.62    2.27    0    
  754   175.6983188   15.5017982   0.97    26.12   0.291    3.08     460    0.0    0.13    1.15    0.43    0    
  762   175.711724    15.5014848   0.94    26.95   0.257    3.31     395    0.0    0.06    0.56    0.16    0    
  764   175.7166416   15.5012875   1.72    99.0    0.004    3.42     15     0.0    0.0     1.13    1.69    0    
  766   175.6658191   15.5014885   1.6     99.0    0.085    3.27     48     0.0    0.0     2.11    4.97    0    
  767   175.7160714   15.5015944   1.43    99.0    0.221    3.42     103    0.0    0.0     0.0     2.94    0    
  770   175.6786171   15.5014939   1.42    99.0    0.221    3.05     104    0.0    0.0     0.0     0.05    0    
  775   175.6498196   15.5011264   1.43    99.0    0.221    3.71     102    0.0    0.0     0.0     0.54    0    
  780   175.7102631   15.5008755   1.56    27.71   0.128    3.24     199    0.0    0.03    0.56    1.43    0    
  781   175.710467    15.5007046   2.61    99.0    0.0      3.23     14     0.0    0.0     1.27    1.58    0    
  784   175.6480209   15.5010146   1.42    99.0    0.221    3.77     101    0.0    0.0     0.0     0.05    0    
  785   175.6530578   15.5023001   0.85    99.0    0.166    3.66     80     0.0    0.0     0.0     0.0     0    
  787   175.6542014   15.5007949   0.85    99.0    0.166    3.55     80     0.0    0.0     0.0     0.0     0    
  790   175.6855071   15.5001175   0.3     23.14   0.0      2.93     15     0.86   2.01    0.35    1.75    0    
  793   175.652384    15.4983048   1.48    99.0    0.205    3.49     96     0.0    0.0     0.22    1.67    0    
  794   175.6503917   15.5007117   0.85    99.0    0.166    3.67     79     0.0    0.0     0.0     0.0     0    
  796   175.6512345   15.4995369   1.43    99.0    0.221    3.58     102    0.0    0.0     0.0     0.96    0    
  800   175.6507958   15.4993166   0.85    99.0    0.166    3.59     80     0.0    0.0     0.0     0.0     0    
  801   175.6510178   15.4991741   1.43    99.0    0.221    3.57     102    0.0    0.0     0.0     0.32    0    
  803   175.7180096   15.5008158   0.85    99.0    0.166    3.44     80     0.0    0.0     0.0     0.0     0    
  806   175.6653583   15.5005254   1.65    99.0    0.032    3.22     27     0.0    0.0     2.01    3.66    0    
  810   175.6982683   15.5006183   0.85    99.0    0.166    3.01     82     0.0    0.0     0.0     0.0     0    
  812   175.648667    15.5006091   1.43    99.0    0.221    3.73     102    0.0    0.0     0.0     0.52    0    
  817   175.7036767   15.5003846   0.85    99.0    0.166    3.08     82     0.0    0.0     0.0     0.0     0    
  819   175.6674808   15.5004598   1.43    99.0    0.221    3.17     104    0.0    0.0     0.0     0.2     0    
  820   175.653951    15.4996973   1.43    99.0    0.221    3.5      102    0.0    0.0     0.0     1.34    0    
  823   175.6670069   15.5003314   0.85    99.0    0.166    3.18     81     0.0    0.0     0.0     0.0     0    
  825   175.7072225   15.5001985   0.85    99.0    0.166    3.13     82     0.0    0.0     0.0     0.0     0    
  826   175.6922809   15.5012613   0.88    26.64   0.186    3.0      294    0.02   0.08    1.87    0.0     0    
  827   175.6538443   15.5002206   0.85    99.0    0.166    3.53     80     0.0    0.0     0.0     0.0     0    
  834   175.710643    15.4998244   0.88    25.36   0.19     3.19     314    0.01   0.26    4.13    0.0     0    
  838   175.72038     15.4994349   1.73    99.0    0.002    3.44     14     0.0    0.0     0.92    1.36    0    
  839   175.7195486   15.5000001   1.49    99.0    0.194    3.44     92     0.0    0.0     0.79    4.57    0    
  841   175.7177134   15.4997326   1.42    28.9    0.222    3.37     321    0.0    0.01    0.0     2.25    0    
  845   175.7182475   15.4998256   1.43    99.0    0.221    3.39     103    0.0    0.0     0.0     1.11    0    
  848   175.6498365   15.4999165   1.69    99.0    0.015    3.65     19     0.0    0.0     0.44    0.72    0    
  849   175.6636319   15.499566    2.7     99.0    0.0      3.21     14     0.0    0.0     17.22   22.7    0    
  850   175.6573843   15.4998754   0.96    99.0    0.195    3.4      92     0.0    0.0     0.02    0.0     0    
  851   175.692897    15.4999352   0.85    99.0    0.166    2.93     83     0.0    0.0     0.0     0.0     0    
  852   175.7024171   15.4998787   1.34    26.79   0.233    3.03     363    0.0    0.07    0.0     1.22    0    
  854   175.7040411   15.4997435   0.85    99.0    0.166    3.05     82     0.0    0.0     0.0     0.0     0    
  855   175.703868    15.4994931   0.81    28.15   0.174    3.03     262    0.0    0.02    0.14    0.0     0    
  856   175.7169555   15.4998491   0.85    99.0    0.166    3.36     81     0.0    0.0     0.0     0.0     0    
  857   175.6479754   15.4995778   1.43    99.0    0.221    3.7      102    0.0    0.0     0.0     0.88    0    
  861   175.7038971   15.4982977   1.43    99.0    0.221    2.96     105    0.0    0.0     0.0     0.34    0    
  867   175.6658333   15.4986152   0.85    99.0    0.166    3.11     82     0.0    0.0     0.0     0.0     0    
  870   175.649729    15.4991672   0.85    99.0    0.166    3.62     80     0.0    0.0     0.0     0.0     0    
  875   175.6867054   15.5017811   1.49    99.0    0.195    3.02     94     0.0    0.0     0.36    2.11    0    
  877   175.6754924   15.4991605   2.18    99.0    0.0      2.96     15     0.01   0.0     4.41    4.83    0    
  879   175.700888    15.4994487   0.85    99.0    0.166    2.98     82     0.0    0.0     0.0     0.0     0    
  887   175.6502275   15.4992727   0.85    99.0    0.166    3.61     80     0.0    0.0     0.0     0.0     0    
  891   175.6534221   15.49905     0.85    99.0    0.166    3.49     80     0.0    0.0     0.0     0.0     0    
  893   175.6972656   15.4990387   1.43    99.0    0.221    2.91     105    0.0    0.0     0.0     0.34    0    
  897   175.7145989   15.498154    1.17    27.71   0.451    3.2      665    0.0    0.03    0.52    0.3     0    
  902   175.7162702   15.4978817   0.85    99.0    0.166    3.24     81     0.0    0.0     0.0     0.0     0    
  903   175.7151989   15.4978787   1.43    99.0    0.221    3.2      103    0.0    0.0     0.0     1.42    0    
  909   175.7085481   15.4990448   0.85    26.79   0.186    3.1      292    0.0    0.07    0.73    0.0     0    
  920   175.677974    15.4987513   0.91    27.71   0.193    2.9      294    0.0    0.03    0.72    0.0     0    
  924   175.7170762   15.5006542   0.85    99.0    0.166    3.4      80     0.0    0.0     0.0     0.0     0    
  927   175.6495156   15.4984871   0.85    99.0    0.166    3.59     80     0.0    0.0     0.0     0.0     0    
  932   175.6504708   15.4983142   0.85    99.0    0.166    3.55     80     0.0    0.0     0.0     0.0     0    
  933   175.6505013   15.4976534   0.85    99.0    0.166    3.52     80     0.0    0.0     0.0     0.0     0    
  937   175.6542341   15.4982498   1.43    99.0    0.221    3.42     103    0.0    0.0     0.0     1.15    0    
  938   175.6644513   15.498328    1.43    99.0    0.221    3.13     104    0.0    0.0     0.0     0.52    0    
  940   175.7175644   15.4982728   0.85    99.0    0.166    3.29     81     0.0    0.0     0.0     0.0     0    
  941   175.6638163   15.4982552   1.56    99.0    0.13     3.14     67     0.0    0.0     0.18    0.54    0    
  945   175.652934    15.4978599   1.68    99.0    0.017    3.45     20     0.0    0.0     1.58    2.63    0    
  948   175.6488474   15.4944254   1.43    99.0    0.221    3.43     103    0.0    0.0     0.0     0.81    0    
  965   175.6589612   15.4980262   1.43    99.0    0.221    3.26     103    0.0    0.0     0.0     0.59    0    
  966   175.6649051   15.4979892   1.43    99.0    0.221    3.1      104    0.0    0.0     0.0     0.58    0    
  970   175.6461802   15.4971074   0.85    99.0    0.166    3.65     80     0.0    0.0     0.0     0.0     0    
  972   175.688568    15.4979191   0.85    27.71   0.187    2.79     286    0.0    0.03    0.32    0.0     0    
